window,strategy,metric,variable,episode_id,seg_start,seg_end,seg_length,stat_max
4H,seasonal,wasserstein,var_8,7,2025-01-09 04:00:00,2025-01-09 08:00:00,0 days 04:00:00,0.361982436395792
4H,seasonal,wasserstein,var_8,8,2025-01-11 16:00:00,2025-01-12 00:00:00,0 days 08:00:00,0.5711381181119084
4H,seasonal,wasserstein,var_8,9,2025-01-12 20:00:00,2025-01-13 00:00:00,0 days 04:00:00,0.29415479920661336
4H,seasonal,wasserstein,var_8,10,2025-01-13 04:00:00,2025-01-13 08:00:00,0 days 04:00:00,0.4068466579166727
4H,seasonal,wasserstein,var_8,11,2025-01-13 20:00:00,2025-01-14 00:00:00,0 days 04:00:00,0.3665992097067443
4H,seasonal,wasserstein,var_8,12,2025-01-14 04:00:00,2025-01-14 08:00:00,0 days 04:00:00,0.32208182215939757
4H,seasonal,wasserstein,var_8,13,2025-01-14 20:00:00,2025-01-15 00:00:00,0 days 04:00:00,0.3456839039663014
4H,seasonal,wasserstein,var_8,14,2025-01-15 04:00:00,2025-01-20 20:00:00,5 days 16:00:00,5.037004130815874
4H,seasonal,wasserstein,var_9,1,2025-01-06 08:00:00,2025-01-06 12:00:00,0 days 04:00:00,0.25859012066057796
4H,seasonal,wasserstein,var_9,2,2025-01-07 00:00:00,2025-01-07 04:00:00,0 days 04:00:00,0.27245781261073343
4H,seasonal,wasserstein,var_9,3,2025-01-07 20:00:00,2025-01-08 00:00:00,0 days 04:00:00,0.5388072242311979
4H,seasonal,wasserstein,var_9,4,2025-01-08 20:00:00,2025-01-09 00:00:00,0 days 04:00:00,0.3963309235549961
4H,seasonal,wasserstein,var_9,5,2025-01-09 04:00:00,2025-01-09 08:00:00,0 days 04:00:00,0.25731194529743096
4H,seasonal,wasserstein,var_9,6,2025-01-10 04:00:00,2025-01-10 12:00:00,0 days 08:00:00,0.40352077897841476
4H,seasonal,wasserstein,var_9,7,2025-01-10 16:00:00,2025-01-10 20:00:00,0 days 04:00:00,0.344336401516421
4H,seasonal,wasserstein,var_9,8,2025-01-11 00:00:00,2025-01-11 04:00:00,0 days 04:00:00,0.3484662867361192
4H,seasonal,wasserstein,var_9,9,2025-01-11 12:00:00,2025-01-11 16:00:00,0 days 04:00:00,0.3693727905722429
4H,seasonal,wasserstein,var_9,10,2025-01-11 20:00:00,2025-01-20 20:00:00,9 days 00:00:00,2.7582221738910606
6H,decay,ks,var_1,1,2025-01-01 12:00:00,2025-01-01 18:00:00,0 days 06:00:00,0.17089873807325331
6H,decay,ks,var_1,2,2025-01-03 18:00:00,2025-01-04 00:00:00,0 days 06:00:00,0.153130342236907
6H,decay,ks,var_1,3,2025-01-06 06:00:00,2025-01-06 12:00:00,0 days 06:00:00,0.21400213758144682
6H,decay,ks,var_1,4,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.18752539324477846
6H,decay,ks,var_1,5,2025-01-13 06:00:00,2025-01-20 18:00:00,7 days 12:00:00,0.9130924576312595
6H,decay,ks,var_10,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2043705755617113
6H,decay,ks,var_10,2,2025-01-06 12:00:00,2025-01-20 18:00:00,14 days 06:00:00,0.9187337939069241
6H,decay,ks,var_2,1,2025-01-02 18:00:00,2025-01-03 00:00:00,0 days 06:00:00,0.15422182044655972
6H,decay,ks,var_2,2,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.15902372121612524
6H,decay,ks,var_2,3,2025-01-14 12:00:00,2025-01-14 18:00:00,0 days 06:00:00,0.1638468365733135
6H,decay,ks,var_2,4,2025-01-15 00:00:00,2025-01-15 06:00:00,0 days 06:00:00,0.15292774924024416
6H,decay,ks,var_2,5,2025-01-16 00:00:00,2025-01-20 18:00:00,4 days 18:00:00,0.9496174615358942
6H,decay,ks,var_3,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.18544167436134196
6H,decay,ks,var_3,2,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,0.16507704628596018
6H,decay,ks,var_3,3,2025-01-08 06:00:00,2025-01-08 12:00:00,0 days 06:00:00,0.1745986579267345
6H,decay,ks,var_3,4,2025-01-10 18:00:00,2025-01-11 00:00:00,0 days 06:00:00,0.15497975246138962
6H,decay,ks,var_3,5,2025-01-15 00:00:00,2025-01-20 18:00:00,5 days 18:00:00,0.9294112810393027
6H,decay,ks,var_4,1,2025-01-05 18:00:00,2025-01-06 00:00:00,0 days 06:00:00,0.15036797593787407
6H,decay,ks,var_4,2,2025-01-06 18:00:00,2025-01-07 00:00:00,0 days 06:00:00,0.162454824504686
6H,decay,ks,var_4,3,2025-01-10 18:00:00,2025-01-20 18:00:00,10 days 00:00:00,0.9836280902566027
6H,decay,ks,var_5,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.20960295475530932
6H,decay,ks,var_5,2,2025-01-04 00:00:00,2025-01-04 06:00:00,0 days 06:00:00,0.2067246812295059
6H,decay,ks,var_5,3,2025-01-06 12:00:00,2025-01-06 18:00:00,0 days 06:00:00,0.15522755430062604
6H,decay,ks,var_5,4,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.16565449268724486
6H,decay,ks,var_5,5,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,0.9579164362210267
6H,decay,ks,var_6,1,2025-01-05 06:00:00,2025-01-05 12:00:00,0 days 06:00:00,0.1500613564969177
6H,decay,ks,var_6,2,2025-01-06 00:00:00,2025-01-06 06:00:00,0 days 06:00:00,0.15343639039518264
6H,decay,ks,var_6,3,2025-01-10 06:00:00,2025-01-10 12:00:00,0 days 06:00:00,0.16384627246699052
6H,decay,ks,var_6,4,2025-01-11 06:00:00,2025-01-20 18:00:00,9 days 12:00:00,0.8932830970255689
6H,decay,ks,var_7,1,2025-01-02 06:00:00,2025-01-07 00:00:00,4 days 18:00:00,0.7605167878190708
6H,decay,ks,var_7,2,2025-01-07 06:00:00,2025-01-08 06:00:00,1 days 00:00:00,0.2036331808127331
6H,decay,ks,var_7,3,2025-01-08 12:00:00,2025-01-08 18:00:00,0 days 06:00:00,0.19077582506100071
6H,decay,ks,var_7,4,2025-01-09 18:00:00,2025-01-10 00:00:00,0 days 06:00:00,0.17782380690060545
6H,decay,ks,var_7,5,2025-01-10 06:00:00,2025-01-10 12:00:00,0 days 06:00:00,0.198958752200499
6H,decay,ks,var_7,6,2025-01-11 18:00:00,2025-01-12 00:00:00,0 days 06:00:00,0.16029726213444478
6H,decay,ks,var_7,7,2025-01-13 00:00:00,2025-01-20 18:00:00,7 days 18:00:00,0.9460519436348708
6H,decay,ks,var_8,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.16512773160972608
6H,decay,ks,var_8,2,2025-01-07 12:00:00,2025-01-07 18:00:00,0 days 06:00:00,0.22270985174749094
6H,decay,ks,var_8,3,2025-01-08 12:00:00,2025-01-08 18:00:00,0 days 06:00:00,0.15642994586714165
6H,decay,ks,var_8,4,2025-01-12 12:00:00,2025-01-12 18:00:00,0 days 06:00:00,0.16138831213236937
6H,decay,ks,var_8,5,2025-01-14 18:00:00,2025-01-15 00:00:00,0 days 06:00:00,0.1557544864315643
6H,decay,ks,var_8,6,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,0.9796213118281824
6H,decay,ks,var_9,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2486919052016005
6H,decay,ks,var_9,2,2025-01-04 00:00:00,2025-01-04 06:00:00,0 days 06:00:00,0.15752049323945944
6H,decay,ks,var_9,3,2025-01-06 06:00:00,2025-01-06 12:00:00,0 days 06:00:00,0.15236083690739197
6H,decay,ks,var_9,4,2025-01-07 00:00:00,2025-01-07 06:00:00,0 days 06:00:00,0.22426884168469982
6H,decay,ks,var_9,5,2025-01-10 18:00:00,2025-01-11 06:00:00,0 days 12:00:00,0.24593832898194212
6H,decay,ks,var_9,6,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,0.844308569001522
6H,decay,mannwhitney,var_1,1,2025-01-01 06:00:00,2025-01-01 18:00:00,0 days 12:00:00,0.6137313505370073
6H,decay,mannwhitney,var_1,2,2025-01-02 12:00:00,2025-01-02 18:00:00,0 days 06:00:00,0.5535994148284106
6H,decay,mannwhitney,var_1,3,2025-01-03 06:00:00,2025-01-03 12:00:00,0 days 06:00:00,0.5652653305089349
6H,decay,mannwhitney,var_1,4,2025-01-04 00:00:00,2025-01-04 06:00:00,0 days 06:00:00,0.583034789004859
6H,decay,mannwhitney,var_1,5,2025-01-05 00:00:00,2025-01-05 06:00:00,0 days 06:00:00,0.5656657132720819
6H,decay,mannwhitney,var_1,6,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.5913785785954446
6H,decay,mannwhitney,var_1,7,2025-01-12 18:00:00,2025-01-13 00:00:00,0 days 06:00:00,0.5619168068614322
6H,decay,mannwhitney,var_10,1,2025-01-01 06:00:00,2025-01-01 18:00:00,0 days 12:00:00,0.6102768463170855
6H,decay,mannwhitney,var_10,2,2025-01-02 18:00:00,2025-01-03 00:00:00,0 days 06:00:00,0.5526652754280615
6H,decay,mannwhitney,var_10,3,2025-01-05 12:00:00,2025-01-06 00:00:00,0 days 12:00:00,0.5622653427875294
6H,decay,mannwhitney,var_2,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.5689523902091331
6H,decay,mannwhitney,var_2,2,2025-01-02 18:00:00,2025-01-03 00:00:00,0 days 06:00:00,0.5910095465615647
6H,decay,mannwhitney,var_2,3,2025-01-08 12:00:00,2025-01-08 18:00:00,0 days 06:00:00,0.5776959797168328
6H,decay,mannwhitney,var_2,4,2025-01-14 12:00:00,2025-01-14 18:00:00,0 days 06:00:00,0.5972851257866754
6H,decay,mannwhitney,var_2,5,2025-01-15 00:00:00,2025-01-15 06:00:00,0 days 06:00:00,0.5913027214293922
6H,decay,mannwhitney,var_3,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.6151285415755455
6H,decay,mannwhitney,var_3,2,2025-01-02 06:00:00,2025-01-02 12:00:00,0 days 06:00:00,0.5669165969407235
6H,decay,mannwhitney,var_3,3,2025-01-02 18:00:00,2025-01-03 00:00:00,0 days 06:00:00,0.552079653832568
6H,decay,mannwhitney,var_3,4,2025-01-03 06:00:00,2025-01-03 18:00:00,0 days 12:00:00,0.5529169023981844
6H,decay,mannwhitney,var_3,5,2025-01-05 00:00:00,2025-01-05 12:00:00,0 days 12:00:00,0.5763291697706545
6H,decay,mannwhitney,var_3,6,2025-01-06 18:00:00,2025-01-07 00:00:00,0 days 06:00:00,0.5523115130929681
6H,decay,mannwhitney,var_3,7,2025-01-09 18:00:00,2025-01-10 00:00:00,0 days 06:00:00,0.5536248410554372
6H,decay,mannwhitney,var_3,8,2025-01-10 18:00:00,2025-01-11 00:00:00,0 days 06:00:00,0.5958304066852942
6H,decay,mannwhitney,var_3,9,2025-01-14 06:00:00,2025-01-14 12:00:00,0 days 06:00:00,0.5836785353125307
6H,decay,mannwhitney,var_4,1,2025-01-03 06:00:00,2025-01-03 12:00:00,0 days 06:00:00,0.5586098890156247
6H,decay,mannwhitney,var_4,2,2025-01-04 12:00:00,2025-01-04 18:00:00,0 days 06:00:00,0.5558666528026208
6H,decay,mannwhitney,var_4,3,2025-01-05 18:00:00,2025-01-06 00:00:00,0 days 06:00:00,0.5712594154735718
6H,decay,mannwhitney,var_4,4,2025-01-06 18:00:00,2025-01-07 00:00:00,0 days 06:00:00,0.600816445545998
6H,decay,mannwhitney,var_5,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.6341141403832758
6H,decay,mannwhitney,var_5,2,2025-01-02 06:00:00,2025-01-02 12:00:00,0 days 06:00:00,0.5735956653479664
6H,decay,mannwhitney,var_5,3,2025-01-02 18:00:00,2025-01-03 00:00:00,0 days 06:00:00,0.5625313725854728
6H,decay,mannwhitney,var_5,4,2025-01-06 12:00:00,2025-01-06 18:00:00,0 days 06:00:00,0.5905103980081445
6H,decay,mannwhitney,var_5,5,2025-01-09 18:00:00,2025-01-10 12:00:00,0 days 18:00:00,0.5806347757498243
6H,decay,mannwhitney,var_5,6,2025-01-10 18:00:00,2025-01-11 06:00:00,0 days 12:00:00,0.5875051305785919
6H,decay,mannwhitney,var_6,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.5598807730313781
6H,decay,mannwhitney,var_6,2,2025-01-06 00:00:00,2025-01-06 06:00:00,0 days 06:00:00,0.587543993866538
6H,decay,mannwhitney,var_6,3,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.5800367393082649
6H,decay,mannwhitney,var_6,4,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.5676455550852607
6H,decay,mannwhitney,var_7,1,2025-01-02 06:00:00,2025-01-02 12:00:00,0 days 06:00:00,0.5873745948448835
6H,decay,mannwhitney,var_8,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.5785018872203593
6H,decay,mannwhitney,var_8,2,2025-01-05 18:00:00,2025-01-06 00:00:00,0 days 06:00:00,0.5734759141058163
6H,decay,mannwhitney,var_8,3,2025-01-10 18:00:00,2025-01-11 00:00:00,0 days 06:00:00,0.550719096743392
6H,decay,mannwhitney,var_8,4,2025-01-12 12:00:00,2025-01-12 18:00:00,0 days 06:00:00,0.5861786196128784
6H,decay,mannwhitney,var_9,1,2025-01-02 12:00:00,2025-01-02 18:00:00,0 days 06:00:00,0.5655900141551924
6H,decay,mannwhitney,var_9,2,2025-01-03 18:00:00,2025-01-04 12:00:00,0 days 18:00:00,0.5820338574785099
6H,decay,mannwhitney,var_9,3,2025-01-04 18:00:00,2025-01-05 00:00:00,0 days 06:00:00,0.5823596393926878
6H,decay,mannwhitney,var_9,4,2025-01-06 00:00:00,2025-01-06 12:00:00,0 days 12:00:00,0.6044463887288597
6H,decay,mannwhitney,var_9,5,2025-01-06 18:00:00,2025-01-07 06:00:00,0 days 12:00:00,0.6469497818499427
6H,decay,psi,var_1,1,2025-01-06 06:00:00,2025-01-06 12:00:00,0 days 06:00:00,0.2289593299480851
6H,decay,psi,var_1,2,2025-01-13 06:00:00,2025-01-20 18:00:00,7 days 12:00:00,11.622384340123112
6H,decay,psi,var_10,1,2025-01-06 12:00:00,2025-01-20 18:00:00,14 days 06:00:00,11.621591729047264
6H,decay,psi,var_2,1,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.2577509244216784
6H,decay,psi,var_2,2,2025-01-16 00:00:00,2025-01-20 18:00:00,4 days 18:00:00,12.433835163691871
6H,decay,psi,var_3,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2568737967198293
6H,decay,psi,var_3,2,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,0.22075958245840346
6H,decay,psi,var_3,3,2025-01-15 00:00:00,2025-01-20 18:00:00,5 days 18:00:00,12.433247759764757
6H,decay,psi,var_4,1,2025-01-10 18:00:00,2025-01-20 18:00:00,10 days 00:00:00,12.433736184797837
6H,decay,psi,var_5,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2744395197287973
6H,decay,psi,var_5,2,2025-01-04 00:00:00,2025-01-04 06:00:00,0 days 06:00:00,0.21940398361655694
6H,decay,psi,var_5,3,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,12.433715434714593
6H,decay,psi,var_6,1,2025-01-11 06:00:00,2025-01-20 18:00:00,9 days 12:00:00,11.351800743757018
6H,decay,psi,var_7,1,2025-01-02 12:00:00,2025-01-08 18:00:00,6 days 06:00:00,6.905689007294622
6H,decay,psi,var_7,2,2025-01-09 18:00:00,2025-01-10 12:00:00,0 days 18:00:00,0.3284912730137222
6H,decay,psi,var_7,3,2025-01-10 18:00:00,2025-01-11 00:00:00,0 days 06:00:00,0.23423082284905453
6H,decay,psi,var_7,4,2025-01-13 00:00:00,2025-01-20 18:00:00,7 days 18:00:00,12.433736184797837
6H,decay,psi,var_8,1,2025-01-07 12:00:00,2025-01-07 18:00:00,0 days 06:00:00,0.35107322254404916
6H,decay,psi,var_8,2,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,12.433736184797837
6H,decay,psi,var_9,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2648152837070204
6H,decay,psi,var_9,2,2025-01-07 00:00:00,2025-01-07 06:00:00,0 days 06:00:00,0.4105625659430986
6H,decay,psi,var_9,3,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.2982186261636828
6H,decay,psi,var_9,4,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,10.177578099359758
6H,decay,wasserstein,var_1,1,2025-01-13 12:00:00,2025-01-20 18:00:00,7 days 06:00:00,2.980478647541351
6H,decay,wasserstein,var_10,1,2025-01-06 12:00:00,2025-01-20 18:00:00,14 days 06:00:00,3.7302813655765874
6H,decay,wasserstein,var_2,1,2025-01-16 00:00:00,2025-01-20 18:00:00,4 days 18:00:00,2.4392306876894523
6H,decay,wasserstein,var_3,1,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,3.007081615359361
6H,decay,wasserstein,var_4,1,2025-01-10 18:00:00,2025-01-20 18:00:00,10 days 00:00:00,6.062243008141598
6H,decay,wasserstein,var_5,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2281800941027614
6H,decay,wasserstein,var_5,2,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,2.3193083682338695
6H,decay,wasserstein,var_6,1,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,2.538238045260541
6H,decay,wasserstein,var_7,1,2025-01-02 12:00:00,2025-01-04 12:00:00,2 days 00:00:00,1.192403601366553
6H,decay,wasserstein,var_7,2,2025-01-04 18:00:00,2025-01-05 00:00:00,0 days 06:00:00,0.5546635317180424
6H,decay,wasserstein,var_7,3,2025-01-05 06:00:00,2025-01-05 12:00:00,0 days 06:00:00,0.5596184475472747
6H,decay,wasserstein,var_7,4,2025-01-06 00:00:00,2025-01-06 12:00:00,0 days 12:00:00,0.4301942255450095
6H,decay,wasserstein,var_7,5,2025-01-13 06:00:00,2025-01-20 18:00:00,7 days 12:00:00,2.79964104243836
6H,decay,wasserstein,var_8,1,2025-01-07 12:00:00,2025-01-07 18:00:00,0 days 06:00:00,0.26863333944362633
6H,decay,wasserstein,var_8,2,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,4.485149186780712
6H,decay,wasserstein,var_9,1,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.25940207628194195
6H,decay,wasserstein,var_9,2,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,2.330304590698107
6H,golden,ks,var_1,1,2025-01-01 12:00:00,2025-01-02 00:00:00,0 days 12:00:00,0.21417128347183748
6H,golden,ks,var_1,2,2025-01-02 12:00:00,2025-01-02 18:00:00,0 days 06:00:00,0.19994228993536473
6H,golden,ks,var_1,3,2025-01-03 06:00:00,2025-01-03 12:00:00,0 days 06:00:00,0.15056094182825486
6H,golden,ks,var_1,4,2025-01-04 00:00:00,2025-01-04 06:00:00,0 days 06:00:00,0.19417128347183749
6H,golden,ks,var_1,5,2025-01-05 00:00:00,2025-01-05 06:00:00,0 days 06:00:00,0.20174976915974147
6H,golden,ks,var_1,6,2025-01-06 06:00:00,2025-01-06 12:00:00,0 days 06:00:00,0.1577746999076639
6H,golden,ks,var_1,7,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,0.18756001846722067
6H,golden,ks,var_1,8,2025-01-08 06:00:00,2025-01-08 12:00:00,0 days 06:00:00,0.15359187442289934
6H,golden,ks,var_1,9,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.2386241920590951
6H,golden,ks,var_1,10,2025-01-11 18:00:00,2025-01-12 00:00:00,0 days 06:00:00,0.1598130193905817
6H,golden,ks,var_1,11,2025-01-12 18:00:00,2025-01-13 00:00:00,0 days 06:00:00,0.15878578024007386
6H,golden,ks,var_1,12,2025-01-13 06:00:00,2025-01-16 06:00:00,3 days 00:00:00,0.46204986149584487
6H,golden,ks,var_1,13,2025-01-17 06:00:00,2025-01-17 12:00:00,0 days 06:00:00,0.16318328716528163
6H,golden,ks,var_1,14,2025-01-18 06:00:00,2025-01-18 12:00:00,0 days 06:00:00,0.21977377654662975
6H,golden,ks,var_1,15,2025-01-19 00:00:00,2025-01-20 18:00:00,1 days 18:00:00,0.5523522622345337
6H,golden,ks,var_10,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.21909398696102297
6H,golden,ks,var_10,2,2025-01-04 12:00:00,2025-01-04 18:00:00,0 days 06:00:00,0.18189519852262234
6H,golden,ks,var_10,3,2025-01-06 06:00:00,2025-01-11 06:00:00,5 days 00:00:00,0.8321445060018468
6H,golden,ks,var_10,4,2025-01-11 12:00:00,2025-01-11 18:00:00,0 days 06:00:00,0.22988227146814405
6H,golden,ks,var_10,5,2025-01-12 00:00:00,2025-01-14 12:00:00,2 days 12:00:00,0.5445590951061865
6H,golden,ks,var_10,6,2025-01-16 12:00:00,2025-01-17 18:00:00,1 days 06:00:00,0.7167266851338874
6H,golden,ks,var_10,7,2025-01-18 00:00:00,2025-01-20 18:00:00,2 days 18:00:00,0.4027377654662973
6H,golden,ks,var_2,1,2025-01-02 18:00:00,2025-01-03 00:00:00,0 days 06:00:00,0.1551061865189289
6H,golden,ks,var_2,2,2025-01-04 18:00:00,2025-01-05 06:00:00,0 days 12:00:00,0.17133887349953833
6H,golden,ks,var_2,3,2025-01-05 12:00:00,2025-01-05 18:00:00,0 days 06:00:00,0.1803831948291782
6H,golden,ks,var_2,4,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.1942197599261311
6H,golden,ks,var_2,5,2025-01-14 12:00:00,2025-01-15 00:00:00,0 days 12:00:00,0.2512927054478301
6H,golden,ks,var_2,6,2025-01-16 00:00:00,2025-01-18 12:00:00,2 days 12:00:00,0.7107710064635272
6H,golden,ks,var_2,7,2025-01-18 18:00:00,2025-01-19 00:00:00,0 days 06:00:00,0.2489173591874423
6H,golden,ks,var_2,8,2025-01-20 12:00:00,2025-01-20 18:00:00,0 days 06:00:00,0.19040397045244692
6H,golden,ks,var_3,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.16046056129158623
6H,golden,ks,var_3,2,2025-01-02 06:00:00,2025-01-02 12:00:00,0 days 06:00:00,0.16110803324099723
6H,golden,ks,var_3,3,2025-01-05 00:00:00,2025-01-05 12:00:00,0 days 12:00:00,0.19668744228993537
6H,golden,ks,var_3,4,2025-01-06 18:00:00,2025-01-07 00:00:00,0 days 06:00:00,0.19783702677747
6H,golden,ks,var_3,5,2025-01-07 18:00:00,2025-01-08 06:00:00,0 days 12:00:00,0.20255309325946444
6H,golden,ks,var_3,6,2025-01-09 18:00:00,2025-01-10 00:00:00,0 days 06:00:00,0.17460526315789474
6H,golden,ks,var_3,7,2025-01-10 18:00:00,2025-01-11 00:00:00,0 days 06:00:00,0.19418051708217912
6H,golden,ks,var_3,8,2025-01-13 00:00:00,2025-01-13 06:00:00,0 days 06:00:00,0.16634118190212374
6H,golden,ks,var_3,9,2025-01-14 18:00:00,2025-01-20 18:00:00,6 days 00:00:00,0.633910433979686
6H,golden,ks,var_4,1,2025-01-03 06:00:00,2025-01-03 12:00:00,0 days 06:00:00,0.17796168051708217
6H,golden,ks,var_4,2,2025-01-05 18:00:00,2025-01-06 00:00:00,0 days 06:00:00,0.15347876269621422
6H,golden,ks,var_4,3,2025-01-06 18:00:00,2025-01-07 00:00:00,0 days 06:00:00,0.156657433056325
6H,golden,ks,var_4,4,2025-01-07 06:00:00,2025-01-07 12:00:00,0 days 06:00:00,0.18495152354570638
6H,golden,ks,var_4,5,2025-01-08 00:00:00,2025-01-08 06:00:00,0 days 06:00:00,0.1866943674976916
6H,golden,ks,var_4,6,2025-01-10 18:00:00,2025-01-13 12:00:00,2 days 18:00:00,0.6298291782086796
6H,golden,ks,var_4,7,2025-01-13 18:00:00,2025-01-14 06:00:00,0 days 12:00:00,0.24479686057248384
6H,golden,ks,var_4,8,2025-01-14 18:00:00,2025-01-15 06:00:00,0 days 12:00:00,0.2727516158818098
6H,golden,ks,var_4,9,2025-01-15 18:00:00,2025-01-17 00:00:00,1 days 06:00:00,0.7387950138504155
6H,golden,ks,var_4,10,2025-01-17 12:00:00,2025-01-18 18:00:00,1 days 06:00:00,0.812174515235457
6H,golden,ks,var_4,11,2025-01-19 06:00:00,2025-01-20 18:00:00,1 days 12:00:00,0.8648453370267775
6H,golden,ks,var_5,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2021293265060578
6H,golden,ks,var_5,2,2025-01-02 18:00:00,2025-01-03 00:00:00,0 days 06:00:00,0.15835872576177284
6H,golden,ks,var_5,3,2025-01-03 12:00:00,2025-01-03 18:00:00,0 days 06:00:00,0.1507225300092336
6H,golden,ks,var_5,4,2025-01-04 00:00:00,2025-01-04 06:00:00,0 days 06:00:00,0.19047553093259464
6H,golden,ks,var_5,5,2025-01-05 00:00:00,2025-01-05 06:00:00,0 days 06:00:00,0.16961218836565098
6H,golden,ks,var_5,6,2025-01-06 12:00:00,2025-01-06 18:00:00,0 days 06:00:00,0.16151662049861495
6H,golden,ks,var_5,7,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.18452677746999077
6H,golden,ks,var_5,8,2025-01-13 12:00:00,2025-01-13 18:00:00,0 days 06:00:00,0.18381809787626963
6H,golden,ks,var_5,9,2025-01-14 18:00:00,2025-01-15 00:00:00,0 days 06:00:00,0.16687211449676823
6H,golden,ks,var_5,10,2025-01-15 06:00:00,2025-01-17 00:00:00,1 days 18:00:00,0.80196675900277
6H,golden,ks,var_5,11,2025-01-17 06:00:00,2025-01-18 00:00:00,0 days 18:00:00,0.1905701754385965
6H,golden,ks,var_5,12,2025-01-20 12:00:00,2025-01-20 18:00:00,0 days 06:00:00,0.22901662049861496
6H,golden,ks,var_6,1,2025-01-01 18:00:00,2025-01-02 06:00:00,0 days 12:00:00,0.21049861495844877
6H,golden,ks,var_6,2,2025-01-03 12:00:00,2025-01-03 18:00:00,0 days 06:00:00,0.15704293628808863
6H,golden,ks,var_6,3,2025-01-05 06:00:00,2025-01-05 12:00:00,0 days 06:00:00,0.20055401662049863
6H,golden,ks,var_6,4,2025-01-07 00:00:00,2025-01-07 06:00:00,0 days 06:00:00,0.1578208679593721
6H,golden,ks,var_6,5,2025-01-07 12:00:00,2025-01-07 18:00:00,0 days 06:00:00,0.16454293628808864
6H,golden,ks,var_6,6,2025-01-08 06:00:00,2025-01-08 12:00:00,0 days 06:00:00,0.15060710987996306
6H,golden,ks,var_6,7,2025-01-10 06:00:00,2025-01-10 18:00:00,0 days 12:00:00,0.15458679593721145
6H,golden,ks,var_6,8,2025-01-11 06:00:00,2025-01-13 12:00:00,2 days 06:00:00,0.5577839335180056
6H,golden,ks,var_6,9,2025-01-15 18:00:00,2025-01-16 00:00:00,0 days 06:00:00,0.1561842105263158
6H,golden,ks,var_6,10,2025-01-17 12:00:00,2025-01-19 18:00:00,2 days 06:00:00,0.49055401662049863
6H,golden,ks,var_6,11,2025-01-20 00:00:00,2025-01-20 12:00:00,0 days 12:00:00,0.2462096029547553
