window,strategy,metric,variable,episode_id,seg_start,seg_end,seg_length,stat_max,n_windows,matched_manual,auto_len_sec
48H,seasonal,ks,var_4,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.3732847390952216,1,False,172800.0
48H,seasonal,ks,var_4,2,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,0.998958694897605,4,True,691200.0
48H,seasonal,ks,var_5,1,2025-01-09 00:00:00,2025-01-19 00:00:00,10 days 00:00:00,0.9493086891125766,5,True,864000.0
48H,seasonal,ks,var_6,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,0.9607746152956149,4,True,691200.0
48H,seasonal,ks,var_7,1,2025-01-03 00:00:00,2025-01-09 00:00:00,6 days 00:00:00,0.7191657989124147,3,False,518400.0
48H,seasonal,ks,var_7,2,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,0.9416753442091866,4,True,691200.0
48H,seasonal,ks,var_8,1,2025-01-07 00:00:00,2025-01-19 00:00:00,12 days 00:00:00,0.9218905472636816,6,True,1036800.0
48H,seasonal,ks,var_9,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.43235566354275135,1,False,172800.0
48H,seasonal,ks,var_9,2,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,0.93681592039801,4,True,691200.0
48H,seasonal,psi,var_1,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.387747004803776,1,False,172800.0
48H,seasonal,psi,var_1,2,2025-01-13 00:00:00,2025-01-19 00:00:00,6 days 00:00:00,12.433835163691871,3,True,518400.0
48H,seasonal,psi,var_10,1,2025-01-07 00:00:00,2025-01-19 00:00:00,12 days 00:00:00,inf,6,True,1036800.0
48H,seasonal,psi,var_2,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.3042806877787312,1,False,172800.0
48H,seasonal,psi,var_2,2,2025-01-11 00:00:00,2025-01-13 00:00:00,2 days 00:00:00,1.0250796286728616,1,False,172800.0
48H,seasonal,psi,var_2,3,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,10.15503931133902,1,True,172800.0
48H,seasonal,psi,var_3,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.48202002159240254,1,False,172800.0
48H,seasonal,psi,var_3,2,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,3.905623346559775,2,True,345600.0
48H,seasonal,psi,var_4,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,1.1768679422994826,1,False,172800.0
48H,seasonal,psi,var_4,2,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,12.433835163691871,4,True,691200.0
48H,seasonal,psi,var_5,1,2025-01-09 00:00:00,2025-01-11 00:00:00,2 days 00:00:00,1.0960194800600784,1,False,172800.0
48H,seasonal,psi,var_5,2,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,12.433835163691871,2,True,345600.0
48H,seasonal,psi,var_6,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,11.289766335298227,4,True,691200.0
48H,seasonal,psi,var_7,1,2025-01-03 00:00:00,2025-01-09 00:00:00,6 days 00:00:00,2.7662787461468645,3,False,518400.0
48H,seasonal,psi,var_7,2,2025-01-13 00:00:00,2025-01-19 00:00:00,6 days 00:00:00,8.893405144799095,3,True,518400.0
48H,seasonal,psi,var_8,1,2025-01-07 00:00:00,2025-01-19 00:00:00,12 days 00:00:00,7.557758319101698,6,True,1036800.0
48H,seasonal,psi,var_9,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.7872210854441545,1,False,172800.0
48H,seasonal,psi,var_9,2,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,10.317576544342188,4,True,691200.0
48H,seasonal,wasserstein,var_1,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,2.526523154945052,4,True,691200.0
48H,seasonal,wasserstein,var_10,1,2025-01-05 00:00:00,2025-01-19 00:00:00,14 days 00:00:00,4.445826613029034,7,True,1209600.0
48H,seasonal,wasserstein,var_2,1,2025-01-11 00:00:00,2025-01-13 00:00:00,2 days 00:00:00,0.5193092404658219,1,False,172800.0
48H,seasonal,wasserstein,var_2,2,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,2.2554200694546154,2,True,345600.0
48H,seasonal,wasserstein,var_3,1,2025-01-09 00:00:00,2025-01-13 00:00:00,4 days 00:00:00,0.24599668039029263,2,False,345600.0
48H,seasonal,wasserstein,var_3,2,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,1.6448457446273959,2,True,345600.0
48H,seasonal,wasserstein,var_4,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.49170482655849634,1,False,172800.0
48H,seasonal,wasserstein,var_4,2,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,4.6418470910230685,4,True,691200.0
48H,seasonal,wasserstein,var_5,1,2025-01-09 00:00:00,2025-01-13 00:00:00,4 days 00:00:00,0.48948373245212967,2,False,345600.0
48H,seasonal,wasserstein,var_5,2,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,2.272283241643686,2,True,345600.0
48H,seasonal,wasserstein,var_6,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,2.13423428816211,4,True,691200.0
48H,seasonal,wasserstein,var_7,1,2025-01-03 00:00:00,2025-01-09 00:00:00,6 days 00:00:00,0.9678010809686158,3,False,518400.0
48H,seasonal,wasserstein,var_7,2,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,1.6611316572383377,4,True,691200.0
48H,seasonal,wasserstein,var_8,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.321594349696781,1,False,172800.0
48H,seasonal,wasserstein,var_8,2,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,2.003685196861576,4,True,691200.0
48H,seasonal,wasserstein,var_9,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.4586764243956882,1,False,172800.0
48H,seasonal,wasserstein,var_9,2,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,2.1168200519560316,4,True,691200.0
6H,decay,ks,var_1,1,2025-01-06 06:00:00,2025-01-06 12:00:00,0 days 06:00:00,0.21400213758144682,1,False,21600.0
6H,decay,ks,var_1,2,2025-01-13 06:00:00,2025-01-20 18:00:00,7 days 12:00:00,0.9130924576312595,30,True,648000.0
6H,decay,ks,var_10,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2043705755617113,1,False,21600.0
6H,decay,ks,var_10,2,2025-01-06 12:00:00,2025-01-20 18:00:00,14 days 06:00:00,0.9187337939069241,57,True,1231200.0
6H,decay,ks,var_2,1,2025-01-16 00:00:00,2025-01-20 18:00:00,4 days 18:00:00,0.9496174615358942,19,True,410400.0
6H,decay,ks,var_3,1,2025-01-15 00:00:00,2025-01-20 18:00:00,5 days 18:00:00,0.9294112810393027,23,True,496800.0
6H,decay,ks,var_4,1,2025-01-10 18:00:00,2025-01-20 18:00:00,10 days 00:00:00,0.9836280902566027,40,True,864000.0
6H,decay,ks,var_5,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.20960295475530932,1,False,21600.0
6H,decay,ks,var_5,2,2025-01-04 00:00:00,2025-01-04 06:00:00,0 days 06:00:00,0.2067246812295059,1,False,21600.0
6H,decay,ks,var_5,3,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,0.9579164362210267,21,True,453600.0
6H,decay,ks,var_6,1,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,0.8932830970255689,37,True,799200.0
6H,decay,ks,var_7,1,2025-01-02 12:00:00,2025-01-06 12:00:00,4 days 00:00:00,0.7605167878190708,16,True,345600.0
6H,decay,ks,var_7,2,2025-01-06 18:00:00,2025-01-07 00:00:00,0 days 06:00:00,0.2073614788296229,1,False,21600.0
6H,decay,ks,var_7,3,2025-01-08 00:00:00,2025-01-08 06:00:00,0 days 06:00:00,0.2036331808127331,1,False,21600.0
6H,decay,ks,var_7,4,2025-01-13 06:00:00,2025-01-20 18:00:00,7 days 12:00:00,0.9460519436348708,30,True,648000.0
6H,decay,ks,var_8,1,2025-01-07 12:00:00,2025-01-07 18:00:00,0 days 06:00:00,0.22270985174749094,1,False,21600.0
6H,decay,ks,var_8,2,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,0.9796213118281824,21,True,453600.0
6H,decay,ks,var_9,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2486919052016005,1,False,21600.0
6H,decay,ks,var_9,2,2025-01-07 00:00:00,2025-01-07 06:00:00,0 days 06:00:00,0.22426884168469982,1,False,21600.0
6H,decay,ks,var_9,3,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.24593832898194212,1,True,21600.0
6H,decay,ks,var_9,4,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,0.844308569001522,37,True,799200.0
6H,decay,psi,var_1,1,2025-01-13 12:00:00,2025-01-20 18:00:00,7 days 06:00:00,11.622384340123112,29,True,626400.0
6H,decay,psi,var_10,1,2025-01-06 12:00:00,2025-01-20 18:00:00,14 days 06:00:00,11.621591729047264,57,True,1231200.0
6H,decay,psi,var_2,1,2025-01-16 00:00:00,2025-01-20 18:00:00,4 days 18:00:00,12.433835163691871,19,True,410400.0
6H,decay,psi,var_3,1,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,12.433247759764757,21,True,453600.0
6H,decay,psi,var_4,1,2025-01-10 18:00:00,2025-01-20 18:00:00,10 days 00:00:00,12.433736184797837,40,True,864000.0
6H,decay,psi,var_5,1,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,12.433715434714593,21,True,453600.0
6H,decay,psi,var_6,1,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,11.351800743757018,37,True,799200.0
6H,decay,psi,var_7,1,2025-01-02 12:00:00,2025-01-07 00:00:00,4 days 12:00:00,6.905689007294622,18,True,388800.0
6H,decay,psi,var_7,2,2025-01-07 06:00:00,2025-01-08 06:00:00,1 days 00:00:00,0.5573185023327822,4,False,86400.0
6H,decay,psi,var_7,3,2025-01-08 12:00:00,2025-01-08 18:00:00,0 days 06:00:00,0.4035928944384888,1,False,21600.0
6H,decay,psi,var_7,4,2025-01-10 06:00:00,2025-01-10 12:00:00,0 days 06:00:00,0.3284912730137222,1,False,21600.0
6H,decay,psi,var_7,5,2025-01-13 00:00:00,2025-01-20 18:00:00,7 days 18:00:00,12.433736184797837,31,True,669600.0
6H,decay,psi,var_8,1,2025-01-07 12:00:00,2025-01-07 18:00:00,0 days 06:00:00,0.35107322254404916,1,False,21600.0
6H,decay,psi,var_8,2,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,12.433736184797837,21,True,453600.0
6H,decay,psi,var_9,1,2025-01-07 00:00:00,2025-01-07 06:00:00,0 days 06:00:00,0.4105625659430986,1,False,21600.0
6H,decay,psi,var_9,2,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,10.177578099359758,37,True,799200.0
6H,decay,wasserstein,var_1,1,2025-01-13 12:00:00,2025-01-20 18:00:00,7 days 06:00:00,2.980478647541351,29,True,626400.0
6H,decay,wasserstein,var_10,1,2025-01-06 12:00:00,2025-01-20 18:00:00,14 days 06:00:00,3.7302813655765874,57,True,1231200.0
6H,decay,wasserstein,var_2,1,2025-01-16 00:00:00,2025-01-20 18:00:00,4 days 18:00:00,2.4392306876894523,19,True,410400.0
6H,decay,wasserstein,var_3,1,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,3.007081615359361,21,True,453600.0
6H,decay,wasserstein,var_4,1,2025-01-10 18:00:00,2025-01-20 18:00:00,10 days 00:00:00,6.062243008141598,40,True,864000.0
6H,decay,wasserstein,var_5,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2281800941027614,1,False,21600.0
6H,decay,wasserstein,var_5,2,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,2.3193083682338695,21,True,453600.0
6H,decay,wasserstein,var_6,1,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,2.538238045260541,37,True,799200.0
6H,decay,wasserstein,var_7,1,2025-01-02 12:00:00,2025-01-04 12:00:00,2 days 00:00:00,1.192403601366553,8,True,172800.0
6H,decay,wasserstein,var_7,2,2025-01-04 18:00:00,2025-01-05 00:00:00,0 days 06:00:00,0.5546635317180424,1,False,21600.0
6H,decay,wasserstein,var_7,3,2025-01-05 06:00:00,2025-01-05 12:00:00,0 days 06:00:00,0.5596184475472747,1,False,21600.0
6H,decay,wasserstein,var_7,4,2025-01-06 00:00:00,2025-01-06 12:00:00,0 days 12:00:00,0.4301942255450095,2,False,43200.0
6H,decay,wasserstein,var_7,5,2025-01-13 06:00:00,2025-01-20 18:00:00,7 days 12:00:00,2.79964104243836,30,True,648000.0
6H,decay,wasserstein,var_8,1,2025-01-07 12:00:00,2025-01-07 18:00:00,0 days 06:00:00,0.26863333944362633,1,False,21600.0
6H,decay,wasserstein,var_8,2,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,4.485149186780712,21,True,453600.0
6H,decay,wasserstein,var_9,1,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.25940207628194195,1,True,21600.0
6H,decay,wasserstein,var_9,2,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,2.330304590698107,37,True,799200.0
6H,golden,ks,var_1,1,2025-01-01 12:00:00,2025-01-02 00:00:00,0 days 12:00:00,0.21417128347183748,2,False,43200.0
6H,golden,ks,var_1,2,2025-01-05 00:00:00,2025-01-05 06:00:00,0 days 06:00:00,0.20174976915974147,1,False,21600.0
6H,golden,ks,var_1,3,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.2386241920590951,1,False,21600.0
6H,golden,ks,var_1,4,2025-01-13 06:00:00,2025-01-16 06:00:00,3 days 00:00:00,0.46204986149584487,12,True,259200.0
6H,golden,ks,var_1,5,2025-01-18 06:00:00,2025-01-18 12:00:00,0 days 06:00:00,0.21977377654662975,1,False,21600.0
6H,golden,ks,var_1,6,2025-01-19 00:00:00,2025-01-20 12:00:00,1 days 12:00:00,0.5523522622345337,6,True,129600.0
6H,golden,ks,var_10,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.21909398696102297,1,False,21600.0
6H,golden,ks,var_10,2,2025-01-06 12:00:00,2025-01-09 18:00:00,3 days 06:00:00,0.8321445060018468,13,False,280800.0
6H,golden,ks,var_10,3,2025-01-10 00:00:00,2025-01-10 12:00:00,0 days 12:00:00,0.23351800554016622,2,False,43200.0
6H,golden,ks,var_10,4,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.275376269621422,1,False,21600.0
6H,golden,ks,var_10,5,2025-01-11 12:00:00,2025-01-11 18:00:00,0 days 06:00:00,0.22988227146814405,1,False,21600.0
6H,golden,ks,var_10,6,2025-01-12 00:00:00,2025-01-14 12:00:00,2 days 12:00:00,0.5445590951061865,10,True,216000.0
6H,golden,ks,var_10,7,2025-01-16 12:00:00,2025-01-17 12:00:00,1 days 00:00:00,0.7167266851338874,4,True,86400.0
6H,golden,ks,var_10,8,2025-01-18 06:00:00,2025-01-20 00:00:00,1 days 18:00:00,0.4027377654662973,7,True,151200.0
6H,golden,ks,var_2,1,2025-01-14 18:00:00,2025-01-15 00:00:00,0 days 06:00:00,0.2512927054478301,1,False,21600.0
6H,golden,ks,var_2,2,2025-01-16 00:00:00,2025-01-18 12:00:00,2 days 12:00:00,0.7107710064635272,10,True,216000.0
6H,golden,ks,var_2,3,2025-01-18 18:00:00,2025-01-19 00:00:00,0 days 06:00:00,0.2489173591874423,1,False,21600.0
6H,golden,ks,var_3,1,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,0.20255309325946444,1,False,21600.0
6H,golden,ks,var_3,2,2025-01-14 18:00:00,2025-01-15 06:00:00,0 days 12:00:00,0.2350207756232687,2,False,43200.0
6H,golden,ks,var_3,3,2025-01-15 12:00:00,2025-01-19 00:00:00,3 days 12:00:00,0.40141043397968607,14,True,302400.0
6H,golden,ks,var_3,4,2025-01-19 06:00:00,2025-01-20 18:00:00,1 days 12:00:00,0.633910433979686,6,True,129600.0
6H,golden,ks,var_4,1,2025-01-10 18:00:00,2025-01-13 12:00:00,2 days 18:00:00,0.6298291782086796,11,True,237600.0
6H,golden,ks,var_4,2,2025-01-14 00:00:00,2025-01-14 06:00:00,0 days 06:00:00,0.24479686057248384,1,False,21600.0
6H,golden,ks,var_4,3,2025-01-15 00:00:00,2025-01-15 06:00:00,0 days 06:00:00,0.2727516158818098,1,False,21600.0
6H,golden,ks,var_4,4,2025-01-15 18:00:00,2025-01-16 18:00:00,1 days 00:00:00,0.7387950138504155,4,False,86400.0
6H,golden,ks,var_4,5,2025-01-17 12:00:00,2025-01-18 18:00:00,1 days 06:00:00,0.812174515235457,5,True,108000.0
6H,golden,ks,var_4,6,2025-01-19 06:00:00,2025-01-20 06:00:00,1 days 00:00:00,0.8648453370267775,4,True,86400.0
6H,golden,ks,var_5,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.2021293265060578,1,False,21600.0
6H,golden,ks,var_5,2,2025-01-15 06:00:00,2025-01-17 00:00:00,1 days 18:00:00,0.80196675900277,7,True,151200.0
6H,golden,ks,var_5,3,2025-01-20 12:00:00,2025-01-20 18:00:00,0 days 06:00:00,0.22901662049861496,1,False,21600.0
6H,golden,ks,var_6,1,2025-01-01 18:00:00,2025-01-02 00:00:00,0 days 06:00:00,0.21049861495844877,1,False,21600.0
6H,golden,ks,var_6,2,2025-01-05 06:00:00,2025-01-05 12:00:00,0 days 06:00:00,0.20055401662049863,1,False,21600.0
6H,golden,ks,var_6,3,2025-01-11 06:00:00,2025-01-13 12:00:00,2 days 06:00:00,0.5577839335180056,9,True,194400.0
6H,golden,ks,var_6,4,2025-01-17 12:00:00,2025-01-19 12:00:00,2 days 00:00:00,0.49055401662049863,8,True,172800.0
6H,golden,ks,var_6,5,2025-01-20 00:00:00,2025-01-20 12:00:00,0 days 12:00:00,0.2462096029547553,2,False,43200.0
6H,golden,ks,var_7,1,2025-01-02 12:00:00,2025-01-04 12:00:00,2 days 00:00:00,0.7419205909510619,8,True,172800.0
6H,golden,ks,var_7,2,2025-01-04 18:00:00,2025-01-05 00:00:00,0 days 06:00:00,0.22725992613111726,1,False,21600.0
6H,golden,ks,var_7,3,2025-01-05 06:00:00,2025-01-05 12:00:00,0 days 06:00:00,0.21528393351800554,1,False,21600.0
6H,golden,ks,var_7,4,2025-01-13 06:00:00,2025-01-14 18:00:00,1 days 12:00:00,0.4501131117266851,6,True,129600.0
6H,golden,ks,var_7,5,2025-01-15 12:00:00,2025-01-15 18:00:00,0 days 06:00:00,0.2669644506001847,1,True,21600.0
6H,golden,ks,var_7,6,2025-01-19 06:00:00,2025-01-20 18:00:00,1 days 12:00:00,0.6782940904893814,6,True,129600.0
6H,golden,ks,var_8,1,2025-01-07 12:00:00,2025-01-07 18:00:00,0 days 06:00:00,0.21314635272391505,1,False,21600.0
6H,golden,ks,var_8,2,2025-01-10 18:00:00,2025-01-11 00:00:00,0 days 06:00:00,0.2447045244690674,1,False,21600.0
6H,golden,ks,var_8,3,2025-01-12 12:00:00,2025-01-12 18:00:00,0 days 06:00:00,0.21846260387811633,1,False,21600.0
6H,golden,ks,var_8,4,2025-01-15 12:00:00,2025-01-16 12:00:00,1 days 00:00:00,0.5541505078485688,4,True,86400.0
6H,golden,ks,var_8,5,2025-01-17 12:00:00,2025-01-20 18:00:00,3 days 06:00:00,0.889443674976916,13,True,280800.0
6H,golden,ks,var_9,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.241036402809256,1,False,21600.0
6H,golden,ks,var_9,2,2025-01-10 18:00:00,2025-01-11 06:00:00,0 days 12:00:00,0.24063019390581716,2,True,43200.0
6H,golden,ks,var_9,3,2025-01-11 12:00:00,2025-01-11 18:00:00,0 days 06:00:00,0.25441135734072023,1,True,21600.0
6H,golden,ks,var_9,4,2025-01-12 06:00:00,2025-01-12 12:00:00,0 days 06:00:00,0.21089335180055402,1,True,21600.0
6H,golden,ks,var_9,5,2025-01-12 18:00:00,2025-01-13 00:00:00,0 days 06:00:00,0.3182225300092336,1,True,21600.0
6H,golden,ks,var_9,6,2025-01-15 06:00:00,2025-01-15 12:00:00,0 days 06:00:00,0.21713527239150507,1,False,21600.0
6H,golden,ks,var_9,7,2025-01-16 06:00:00,2025-01-16 12:00:00,0 days 06:00:00,0.21159279778393353,1,False,21600.0
6H,golden,ks,var_9,8,2025-01-16 18:00:00,2025-01-17 00:00:00,0 days 06:00:00,0.24221144967682365,1,False,21600.0
6H,golden,ks,var_9,9,2025-01-17 06:00:00,2025-01-17 12:00:00,0 days 06:00:00,0.23761311172668514,1,False,21600.0
6H,golden,ks,var_9,10,2025-01-18 06:00:00,2025-01-18 18:00:00,0 days 12:00:00,0.360854108956602,2,True,43200.0
6H,golden,ks,var_9,11,2025-01-19 00:00:00,2025-01-20 06:00:00,1 days 06:00:00,0.2892405355493998,5,True,108000.0
6H,golden,psi,var_1,1,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,0.32552000109729656,1,False,21600.0
6H,golden,psi,var_1,2,2025-01-13 12:00:00,2025-01-15 00:00:00,1 days 12:00:00,0.9810563468600746,6,True,129600.0
6H,golden,psi,var_1,3,2025-01-15 06:00:00,2025-01-16 00:00:00,0 days 18:00:00,0.967639857525793,3,True,64800.0
6H,golden,psi,var_1,4,2025-01-19 00:00:00,2025-01-20 18:00:00,1 days 18:00:00,4.483612599925928,7,True,151200.0
6H,golden,psi,var_10,1,2025-01-06 12:00:00,2025-01-11 06:00:00,4 days 18:00:00,8.374909883947037,19,False,410400.0
6H,golden,psi,var_10,2,2025-01-11 12:00:00,2025-01-11 18:00:00,0 days 06:00:00,0.3367871515668381,1,False,21600.0
6H,golden,psi,var_10,3,2025-01-12 06:00:00,2025-01-14 12:00:00,2 days 06:00:00,3.5198522599859063,9,True,194400.0
6H,golden,psi,var_10,4,2025-01-16 12:00:00,2025-01-17 18:00:00,1 days 06:00:00,4.042591480259271,5,True,108000.0
6H,golden,psi,var_10,5,2025-01-18 06:00:00,2025-01-20 00:00:00,1 days 18:00:00,1.9225242054867782,7,True,151200.0
6H,golden,psi,var_2,1,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.49700904839925936,1,False,21600.0
6H,golden,psi,var_2,2,2025-01-14 18:00:00,2025-01-15 00:00:00,0 days 06:00:00,0.36478646148764093,1,False,21600.0
6H,golden,psi,var_2,3,2025-01-16 00:00:00,2025-01-18 12:00:00,2 days 12:00:00,5.684985902693581,10,True,216000.0
6H,golden,psi,var_2,4,2025-01-18 18:00:00,2025-01-19 00:00:00,0 days 06:00:00,0.3083329763870085,1,False,21600.0
6H,golden,psi,var_3,1,2025-01-05 06:00:00,2025-01-05 12:00:00,0 days 06:00:00,0.4673506696909402,1,False,21600.0
6H,golden,psi,var_3,2,2025-01-07 18:00:00,2025-01-08 06:00:00,0 days 12:00:00,0.5152983194191636,2,False,43200.0
6H,golden,psi,var_3,3,2025-01-10 18:00:00,2025-01-11 00:00:00,0 days 06:00:00,0.32871786105577583,1,False,21600.0
6H,golden,psi,var_3,4,2025-01-15 00:00:00,2025-01-15 06:00:00,0 days 06:00:00,0.30286308841336274,1,False,21600.0
6H,golden,psi,var_3,5,2025-01-15 12:00:00,2025-01-19 00:00:00,3 days 12:00:00,1.9130405173780183,14,True,302400.0
6H,golden,psi,var_3,6,2025-01-19 06:00:00,2025-01-20 18:00:00,1 days 12:00:00,3.2253935734026857,6,True,129600.0
6H,golden,psi,var_4,1,2025-01-10 18:00:00,2025-01-13 12:00:00,2 days 18:00:00,4.984562721119169,11,True,237600.0
6H,golden,psi,var_4,2,2025-01-14 00:00:00,2025-01-14 06:00:00,0 days 06:00:00,0.32860156011282754,1,False,21600.0
6H,golden,psi,var_4,3,2025-01-15 00:00:00,2025-01-15 06:00:00,0 days 06:00:00,0.3892948597391068,1,False,21600.0
6H,golden,psi,var_4,4,2025-01-15 18:00:00,2025-01-17 00:00:00,1 days 06:00:00,7.661594778984657,5,False,108000.0
6H,golden,psi,var_4,5,2025-01-17 12:00:00,2025-01-19 00:00:00,1 days 12:00:00,9.445847696970189,6,True,129600.0
6H,golden,psi,var_4,6,2025-01-19 06:00:00,2025-01-20 12:00:00,1 days 06:00:00,10.28388402336499,5,True,108000.0
6H,golden,psi,var_5,1,2025-01-15 18:00:00,2025-01-17 12:00:00,1 days 18:00:00,8.02621710334578,7,True,151200.0
6H,golden,psi,var_5,2,2025-01-17 18:00:00,2025-01-18 00:00:00,0 days 06:00:00,0.33971580371990096,1,False,21600.0
6H,golden,psi,var_6,1,2025-01-11 06:00:00,2025-01-13 12:00:00,2 days 06:00:00,2.9830491357830677,9,True,194400.0
6H,golden,psi,var_6,2,2025-01-17 12:00:00,2025-01-17 18:00:00,0 days 06:00:00,0.3393291058871124,1,True,21600.0
6H,golden,psi,var_6,3,2025-01-18 00:00:00,2025-01-19 12:00:00,1 days 12:00:00,1.8006875610033886,6,True,129600.0
6H,golden,psi,var_6,4,2025-01-20 00:00:00,2025-01-20 06:00:00,0 days 06:00:00,0.5292773060793888,1,False,21600.0
6H,golden,psi,var_7,1,2025-01-02 12:00:00,2025-01-04 12:00:00,2 days 00:00:00,7.4949152683906775,8,True,172800.0
6H,golden,psi,var_7,2,2025-01-04 18:00:00,2025-01-05 12:00:00,0 days 18:00:00,1.4029518691934129,3,False,64800.0
6H,golden,psi,var_7,3,2025-01-06 00:00:00,2025-01-06 06:00:00,0 days 06:00:00,0.31717511017070615,1,False,21600.0
6H,golden,psi,var_7,4,2025-01-13 06:00:00,2025-01-13 18:00:00,0 days 12:00:00,0.36895293609437513,2,True,43200.0
6H,golden,psi,var_7,5,2025-01-14 06:00:00,2025-01-14 18:00:00,0 days 12:00:00,1.1062074554695265,2,True,43200.0
6H,golden,psi,var_7,6,2025-01-15 12:00:00,2025-01-15 18:00:00,0 days 06:00:00,0.3662100746562811,1,True,21600.0
6H,golden,psi,var_7,7,2025-01-19 12:00:00,2025-01-20 18:00:00,1 days 06:00:00,5.325666417456418,5,True,108000.0
6H,golden,psi,var_8,1,2025-01-03 00:00:00,2025-01-03 06:00:00,0 days 06:00:00,0.4215046230212735,1,False,21600.0
6H,golden,psi,var_8,2,2025-01-07 12:00:00,2025-01-07 18:00:00,0 days 06:00:00,0.3447941753017193,1,False,21600.0
6H,golden,psi,var_8,3,2025-01-15 12:00:00,2025-01-16 12:00:00,1 days 00:00:00,4.460617265239958,4,True,86400.0
6H,golden,psi,var_8,4,2025-01-17 12:00:00,2025-01-20 18:00:00,3 days 06:00:00,6.587730969168019,13,True,280800.0
6H,golden,psi,var_9,1,2025-01-07 00:00:00,2025-01-07 06:00:00,0 days 06:00:00,0.3957831210196447,1,False,21600.0
6H,golden,psi,var_9,2,2025-01-10 18:00:00,2025-01-11 06:00:00,0 days 12:00:00,0.31775483684687666,2,True,43200.0
6H,golden,psi,var_9,3,2025-01-11 12:00:00,2025-01-11 18:00:00,0 days 06:00:00,0.3424461652903412,1,True,21600.0
